regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,8,3,0.375,4.0,16,8192,1024,4096,2176,2285.684,3220.307,2660.935,0.4015
mixed,8,3,0.375,4.0,16,8192,2048,8192,4352,3364.944,4999.928,4149.109,0.4796
mixed,8,3,0.375,4.0,16,8192,4096,16384,8704,5385.163,14095.18,7912.018,0.2901
mixed,8,3,0.375,4.0,32,0,128,512,272,281.751,424.465,298.84,0.1197
mixed,8,3,0.375,4.0,32,0,256,1024,544,431.796,722.984,464.72,0.1131
mixed,8,3,0.375,4.0,32,0,512,2048,1088,732.169,1328.595,794.438,0.1044
mixed,8,3,0.375,4.0,32,0,1024,4096,2176,1400.465,2519.244,1469.552,0.0618
mixed,8,3,0.375,4.0,32,0,2048,8192,4352,2666.343,4922.205,3022.267,0.1578
mixed,8,3,0.375,4.0,32,0,4096,16384,8704,5276.075,11422.613,6338.635,0.1729
mixed,8,3,0.375,4.0,32,512,128,512,272,331.476,438.226,333.332,0.0174
mixed,8,3,0.375,4.0,32,512,256,1024,544,443.217,728.039,498.224,0.1931
mixed,8,3,0.375,4.0,32,512,512,2048,1088,738.632,1340.981,818.213,0.1321
mixed,8,3,0.375,4.0,32,512,1024,4096,2176,1420.848,2665.059,1590.025,0.136
mixed,8,3,0.375,4.0,32,512,2048,8192,4352,2818.369,5425.164,3469.516,0.2498
mixed,8,3,0.375,4.0,32,512,4096,16384,8704,6093.81,12264.122,7337.348,0.2015
mixed,8,3,0.375,4.0,32,1024,128,512,272,393.044,519.375,399.891,0.0542
mixed,8,3,0.375,4.0,32,1024,256,1024,544,522.926,741.288,533.136,0.0468
mixed,8,3,0.375,4.0,32,1024,512,2048,1088,749.864,1332.469,861.378,0.1914
mixed,8,3,0.375,4.0,32,1024,1024,4096,2176,1418.0,2923.743,1589.516,0.1139
mixed,8,3,0.375,4.0,32,1024,2048,8192,4352,3123.192,6213.774,3772.743,0.2102
mixed,8,3,0.375,4.0,32,1024,4096,16384,8704,6709.057,13387.552,7854.519,0.1715
mixed,8,3,0.375,4.0,32,2048,128,512,272,538.51,632.011,526.671,-0.1266
mixed,8,3,0.375,4.0,32,2048,256,1024,544,635.179,905.601,665.258,0.1112
mixed,8,3,0.375,4.0,32,2048,512,2048,1088,913.986,1350.642,930.721,0.0383
mixed,8,3,0.375,4.0,32,2048,1024,4096,2176,1417.65,2775.203,1695.367,0.2046
mixed,8,3,0.375,4.0,32,2048,2048,8192,4352,2801.863,6933.276,3299.608,0.1205
mixed,8,3,0.375,4.0,32,2048,4096,16384,8704,7505.037,14127.883,8156.076,0.0983
mixed,8,3,0.375,4.0,32,4096,128,512,272,759.494,898.275,775.493,0.1153
mixed,8,3,0.375,4.0,32,4096,256,1024,544,907.746,1174.681,902.562,-0.0194
mixed,8,3,0.375,4.0,32,4096,512,2048,1088,1182.104,1682.506,1170.425,-0.0233
mixed,8,3,0.375,4.0,32,4096,1024,4096,2176,1743.655,2571.758,1966.049,0.2686
mixed,8,3,0.375,4.0,32,4096,2048,8192,4352,2698.06,7047.799,3554.759,0.197
mixed,8,3,0.375,4.0,32,4096,4096,16384,8704,7195.089,14967.025,7036.281,-0.0204
mixed,8,3,0.375,4.0,32,8192,128,512,272,1129.11,1353.746,1156.441,0.1217
mixed,8,3,0.375,4.0,32,8192,256,1024,544,1365.298,1631.978,1405.842,0.152
mixed,8,3,0.375,4.0,32,8192,512,2048,1088,1637.322,2187.961,1697.642,0.1095
mixed,8,3,0.375,4.0,32,8192,1024,4096,2176,2281.336,3219.956,2612.552,0.3529
mixed,8,3,0.375,4.0,32,8192,2048,8192,4352,3359.186,4999.068,3916.514,0.3399
mixed,8,3,0.375,4.0,32,8192,4096,16384,8704,5295.787,14619.231,8087.145,0.2994
mixed,8,3,0.375,4.0,64,0,128,512,272,283.127,425.812,299.413,0.1141
mixed,8,3,0.375,4.0,64,0,256,1024,544,431.89,723.689,464.913,0.1132
mixed,8,3,0.375,4.0,64,0,512,2048,1088,729.129,1328.758,795.364,0.1105
mixed,8,3,0.375,4.0,64,0,1024,4096,2176,1400.884,2519.181,1474.416,0.0658
mixed,8,3,0.375,4.0,64,0,2048,8192,4352,2669.228,4942.811,3098.329,0.1887
mixed,8,3,0.375,4.0,64,0,4096,16384,8704,5252.273,11670.595,6335.152,0.1687
mixed,8,3,0.375,4.0,64,512,128,512,272,334.39,439.891,335.828,0.0136
mixed,8,3,0.375,4.0,64,512,256,1024,544,445.841,727.082,500.113,0.193
mixed,8,3,0.375,4.0,64,512,512,2048,1088,738.12,1334.038,820.614,0.1384
mixed,8,3,0.375,4.0,64,512,1024,4096,2176,1428.658,2691.752,1615.501,0.1479
mixed,8,3,0.375,4.0,64,512,2048,8192,4352,2828.643,5462.35,3457.425,0.2387
mixed,8,3,0.375,4.0,64,512,4096,16384,8704,6083.262,12222.044,7123.895,0.1695
mixed,8,3,0.375,4.0,64,1024,128,512,272,397.65,522.607,403.123,0.0438
mixed,8,3,0.375,4.0,64,1024,256,1024,544,526.862,743.079,533.645,0.0314
mixed,8,3,0.375,4.0,64,1024,512,2048,1088,753.095,1335.317,861.061,0.1854
mixed,8,3,0.375,4.0,64,1024,1024,4096,2176,1419.892,2906.501,1596.3,0.1187
mixed,8,3,0.375,4.0,64,1024,2048,8192,4352,3094.554,6281.394,3664.718,0.1789
mixed,8,3,0.375,4.0,64,1024,4096,16384,8704,6595.372,13066.308,7831.653,0.1911
mixed,8,3,0.375,4.0,64,2048,128,512,272,542.538,635.085,528.338,-0.1534
mixed,8,3,0.375,4.0,64,2048,256,1024,544,638.796,909.348,665.769,0.0997
mixed,8,3,0.375,4.0,64,2048,512,2048,1088,920.386,1346.9,931.044,0.025
mixed,8,3,0.375,4.0,64,2048,1024,4096,2176,1416.946,2759.334,1710.858,0.2189
mixed,8,3,0.375,4.0,64,2048,2048,8192,4352,2848.933,6517.554,3256.405,0.1111
mixed,8,3,0.375,4.0,64,2048,4096,16384,8704,7336.791,13633.279,7941.567,0.096
mixed,8,3,0.375,4.0,64,4096,128,512,272,762.887,901.509,781.32,0.133
mixed,8,3,0.375,4.0,64,4096,256,1024,544,910.533,1177.724,906.436,-0.0153
mixed,8,3,0.375,4.0,64,4096,512,2048,1088,1178.203,1681.098,1172.41,-0.0115
mixed,8,3,0.375,4.0,64,4096,1024,4096,2176,1746.825,2572.206,1926.241,0.2174
mixed,8,3,0.375,4.0,64,4096,2048,8192,4352,2700.297,6796.17,3455.094,0.1843
mixed,8,3,0.375,4.0,64,4096,4096,16384,8704,6686.762,15166.75,6957.637,0.0319
mixed,8,3,0.375,4.0,64,8192,128,512,272,1137.564,1354.773,1154.173,0.0765
mixed,8,3,0.375,4.0,64,8192,256,1024,544,1365.044,1632.141,1403.635,0.1445
mixed,8,3,0.375,4.0,64,8192,512,2048,1088,1643.787,2208.603,1696.938,0.0941
mixed,8,3,0.375,4.0,64,8192,1024,4096,2176,2282.742,3223.611,2635.95,0.3754
mixed,8,3,0.375,4.0,64,8192,2048,8192,4352,3368.759,5092.451,3924.008,0.3221
mixed,8,3,0.375,4.0,64,8192,4096,16384,8704,5372.08,14280.616,7686.175,0.2598
mixed,8,3,0.375,4.0,128,0,128,512,272,310.996,447.826,329.589,0.1359
mixed,8,3,0.375,4.0,128,0,256,1024,544,454.452,735.113,494.192,0.1416
mixed,8,3,0.375,4.0,128,0,512,2048,1088,744.935,1346.423,818.823,0.1228
mixed,8,3,0.375,4.0,128,0,1024,4096,2176,1417.715,2550.61,1545.104,0.1124
mixed,8,3,0.375,4.0,128,0,2048,8192,4352,2690.379,4975.679,3194.972,0.2208
mixed,8,3,0.375,4.0,128,0,4096,16384,8704,5392.469,11235.352,6495.798,0.1888
mixed,8,3,0.375,4.0,128,512,128,512,272,391.38,508.914,392.916,0.0131
mixed,8,3,0.375,4.0,128,512,256,1024,544,514.257,797.477,559.853,0.161
mixed,8,3,0.375,4.0,128,512,512,2048,1088,806.696,1403.858,886.792,0.1341
mixed,8,3,0.375,4.0,128,512,1024,4096,2176,1534.575,3050.561,1729.193,0.1284
mixed,8,3,0.375,4.0,128,512,2048,8192,4352,3191.128,6316.406,3902.694,0.2277
mixed,8,3,0.375,4.0,128,512,4096,16384,8704,6574.323,13531.205,7753.226,0.1695
mixed,8,3,0.375,4.0,128,1024,128,512,272,488.687,604.782,490.225,0.0132
mixed,8,3,0.375,4.0,128,1024,256,1024,544,611.372,851.428,620.556,0.0383
mixed,8,3,0.375,4.0,128,1024,512,2048,1088,861.445,1463.537,946.274,0.1409
mixed,8,3,0.375,4.0,128,1024,1024,4096,2176,1525.779,3389.497,1710.281,0.099
mixed,8,3,0.375,4.0,128,1024,2048,8192,4352,3600.081,7205.283,3811.627,0.0587
mixed,8,3,0.375,4.0,128,1024,4096,16384,8704,7447.23,14678.008,8928.433,0.2048
mixed,8,3,0.375,4.0,128,2048,128,512,272,667.947,807.143,668.653,0.0051
mixed,8,3,0.375,4.0,128,2048,256,1024,544,814.087,1029.856,802.535,-0.0535
mixed,8,3,0.375,4.0,128,2048,512,2048,1088,1035.522,1536.886,1073.76,0.0763
mixed,8,3,0.375,4.0,128,2048,1024,4096,2176,1610.384,2843.62,1783.401,0.1403
mixed,8,3,0.375,4.0,128,2048,2048,8192,4352,2999.812,7356.256,3251.261,0.0577
mixed,8,3,0.375,4.0,128,2048,4096,16384,8704,8055.027,14574.614,8356.448,0.0462
mixed,8,3,0.375,4.0,128,4096,128,512,272,1005.155,1147.9,1012.992,0.0549
mixed,8,3,0.375,4.0,128,4096,256,1024,544,1154.045,1406.644,1169.918,0.0628
mixed,8,3,0.375,4.0,128,4096,512,2048,1088,1419.828,1884.359,1444.883,0.0539
mixed,8,3,0.375,4.0,128,4096,1024,4096,2176,1962.434,2911.527,2160.736,0.2089
mixed,8,3,0.375,4.0,128,4096,2048,8192,4352,3049.951,7094.381,3417.212,0.0908
mixed,8,3,0.375,4.0,128,4096,4096,16384,8704,7890.605,16423.515,7337.089,-0.0649
mixed,8,3,0.375,4.0,128,8192,128,512,272,1668.525,1811.495,1673.868,0.0374
mixed,8,3,0.375,4.0,128,8192,256,1024,544,1818.311,2157.181,1841.032,0.067
mixed,8,3,0.375,4.0,128,8192,512,2048,1088,2162.399,2703.439,2183.165,0.0384
mixed,8,3,0.375,4.0,128,8192,1024,4096,2176,2737.87,3600.944,3072.709,0.388
mixed,8,3,0.375,4.0,128,8192,2048,8192,4352,3856.236,5685.521,5022.056,0.6373
mixed,8,3,0.375,4.0,128,8192,4096,16384,8704,6105.485,16039.671,8212.682,0.2121
mixed,8,3,0.375,4.0,256,0,128,512,272,384.212,522.385,401.428,0.1246
mixed,8,3,0.375,4.0,256,0,256,1024,544,531.759,802.376,568.462,0.1356
mixed,8,3,0.375,4.0,256,0,512,2048,1088,815.912,1414.836,896.005,0.1337
mixed,8,3,0.375,4.0,256,0,1024,4096,2176,1501.104,2771.343,1797.83,0.2336
mixed,8,3,0.375,4.0,256,0,2048,8192,4352,2888.651,5365.593,3588.945,0.2827
mixed,8,3,0.375,4.0,256,0,4096,16384,8704,5964.168,11992.496,7097.639,0.188
mixed,8,3,0.375,4.0,256,512,128,512,272,534.511,657.805,541.71,0.0584
mixed,8,3,0.375,4.0,256,512,256,1024,544,662.123,929.572,699.084,0.1382
mixed,8,3,0.375,4.0,256,512,512,2048,1088,944.737,1593.808,1028.45,0.129
mixed,8,3,0.375,4.0,256,512,1024,4096,2176,1740.141,3553.94,1894.214,0.0849
mixed,8,3,0.375,4.0,256,512,2048,8192,4352,3845.641,7408.264,4361.126,0.1447
mixed,8,3,0.375,4.0,256,512,4096,16384,8704,7926.486,14991.199,9083.664,0.1638
mixed,8,3,0.375,4.0,256,1024,128,512,272,687.309,812.84,690.507,0.0255
mixed,8,3,0.375,4.0,256,1024,256,1024,544,813.799,1085.022,820.328,0.0241
mixed,8,3,0.375,4.0,256,1024,512,2048,1088,1089.503,1678.765,1151.364,0.105
mixed,8,3,0.375,4.0,256,1024,1024,4096,2176,1710.797,3812.751,1893.062,0.0867
mixed,8,3,0.375,4.0,256,1024,2048,8192,4352,4216.926,8003.604,4157.67,-0.0156
mixed,8,3,0.375,4.0,256,1024,4096,16384,8704,8353.667,16462.899,9650.874,0.16
mixed,8,3,0.375,4.0,256,2048,128,512,272,985.635,1112.834,998.306,0.0996
mixed,8,3,0.375,4.0,256,2048,256,1024,544,1125.789,1368.247,1134.716,0.0368
mixed,8,3,0.375,4.0,256,2048,512,2048,1088,1373.622,1930.694,1389.686,0.0288
mixed,8,3,0.375,4.0,256,2048,1024,4096,2176,2021.125,3043.33,2211.806,0.1865
mixed,8,3,0.375,4.0,256,2048,2048,8192,4352,3179.903,8608.957,3452.088,0.0501
mixed,8,3,0.375,4.0,256,2048,4096,16384,8704,9359.816,17313.57,9319.98,-0.005
mixed,8,3,0.375,4.0,256,4096,128,512,272,1581.233,1708.107,1598.897,0.1392
mixed,8,3,0.375,4.0,256,4096,256,1024,544,1730.509,1995.908,1719.47,-0.0416
mixed,8,3,0.375,4.0,256,4096,512,2048,1088,1985.79,2456.63,2014.724,0.0615
mixed,8,3,0.375,4.0,256,4096,1024,4096,2176,2574.359,3633.845,2625.14,0.0479
mixed,8,3,0.375,4.0,256,4096,2048,8192,4352,3772.69,7643.865,4705.075,0.2409
mixed,8,3,0.375,4.0,256,4096,4096,16384,8704,8896.279,18429.343,7467.47,-0.1499
mixed,8,3,0.375,4.0,256,8192,128,512,272,2868.684,2910.668,2843.21,-0.6068
mixed,8,3,0.375,4.0,256,8192,256,1024,544,2953.193,3184.256,2925.259,-0.1209
mixed,8,3,0.375,4.0,256,8192,512,2048,1088,3190.369,3789.329,3229.923,0.066
mixed,8,3,0.375,4.0,256,8192,1024,4096,2176,3892.398,4719.223,4078.117,0.2246
mixed,8,3,0.375,4.0,256,8192,2048,8192,4352,5558.84,7114.033,6291.27,0.471
mixed,8,3,0.375,4.0,256,8192,4096,16384,8704,8898.779,18667.704,10760.927,0.1906
mixed,8,3,0.375,4.0,512,0,128,512,272,580.591,717.867,598.863,0.1331
mixed,8,3,0.375,4.0,512,0,256,1024,544,725.355,1009.539,767.913,0.1498
mixed,8,3,0.375,4.0,512,0,512,2048,1088,1016.929,1873.513,1101.632,0.0989
mixed,8,3,0.375,4.0,512,0,1024,4096,2176,1995.24,3743.986,2161.631,0.0951
mixed,8,3,0.375,4.0,512,0,2048,8192,4352,3978.992,7296.653,4501.534,0.1575
mixed,8,3,0.375,4.0,512,0,4096,16384,8704,7833.143,14808.558,8897.848,0.1526
mixed,8,3,0.375,4.0,512,512,128,512,272,866.023,988.547,867.143,0.0091
mixed,8,3,0.375,4.0,512,512,256,1024,544,996.005,1257.436,1012.642,0.0636
mixed,8,3,0.375,4.0,512,512,512,2048,1088,1262.908,2006.502,1358.361,0.1284
mixed,8,3,0.375,4.0,512,512,1024,4096,2176,2191.392,4327.78,2297.886,0.0498
mixed,8,3,0.375,4.0,512,512,2048,8192,4352,4673.115,8938.202,4614.394,-0.0138
mixed,8,3,0.375,4.0,512,512,4096,16384,8704,9369.1,17225.734,10470.287,0.1402
mixed,8,3,0.375,4.0,512,1024,128,512,272,1143.234,1267.419,1147.39,0.0335
mixed,8,3,0.375,4.0,512,1024,256,1024,544,1283.835,1526.643,1286.587,0.0113
mixed,8,3,0.375,4.0,512,1024,512,2048,1088,1531.413,2329.82,1603.986,0.0909
mixed,8,3,0.375,4.0,512,1024,1024,4096,2176,2331.198,4275.648,2348.187,0.0087
mixed,8,3,0.375,4.0,512,1024,2048,8192,4352,4624.636,9315.438,4706.136,0.0174
mixed,8,3,0.375,4.0,512,1024,4096,16384,8704,10131.677,18995.425,10439.702,0.0348
mixed,8,3,0.375,4.0,512,2048,128,512,272,1698.192,1819.755,1691.632,-0.054
mixed,8,3,0.375,4.0,512,2048,256,1024,544,1822.411,2074.948,1833.835,0.0452
mixed,8,3,0.375,4.0,512,2048,512,2048,1088,2084.932,2627.413,2105.38,0.0377
mixed,8,3,0.375,4.0,512,2048,1024,4096,2176,2701.68,3935.087,2899.887,0.1607
mixed,8,3,0.375,4.0,512,2048,2048,8192,4352,3991.404,10156.218,4735.576,0.1207
mixed,8,3,0.375,4.0,512,2048,4096,16384,8704,10816.555,20094.717,10369.142,-0.0482
mixed,8,3,0.375,4.0,512,4096,128,512,272,2785.009,2909.71,2790.959,0.0477
mixed,8,3,0.375,4.0,512,4096,256,1024,544,2889.901,3160.904,2926.156,0.1338
mixed,8,3,0.375,4.0,512,4096,512,2048,1088,3190.63,3694.775,3208.93,0.0363
mixed,8,3,0.375,4.0,512,4096,1024,4096,2176,3774.515,4869.432,3776.918,0.0022
mixed,8,3,0.375,4.0,512,4096,2048,8192,4352,4992.528,8612.423,6045.717,0.2909
mixed,8,3,0.375,4.0,512,4096,4096,16384,8704,10416.145,21099.153,9479.378,-0.0877
mixed,8,3,0.375,4.0,512,8192,128,512,272,5074.961,5149.969,5082.735,0.1036
mixed,8,3,0.375,4.0,512,8192,256,1024,544,5225.486,5416.003,5196.396,-0.1527
mixed,8,3,0.375,4.0,512,8192,512,2048,1088,5397.416,5942.616,5412.516,0.0277
mixed,8,3,0.375,4.0,512,8192,1024,4096,2176,6054.355,6967.24,5960.822,-0.1025
mixed,8,3,0.375,4.0,512,8192,2048,8192,4352,8202.42,9421.021,8243.449,0.0337
mixed,8,3,0.375,4.0,512,8192,4096,16384,8704,11902.772,21770.711,14277.066,0.2406
mixed,8,3,0.375,4.0,1024,0,128,512,272,1214.909,1337.305,1211.133,-0.0309
mixed,8,3,0.375,4.0,1024,0,256,1024,544,1347.451,1625.585,1367.417,0.0718
mixed,8,3,0.375,4.0,1024,0,512,2048,1088,1609.938,2684.856,1710.703,0.0937
mixed,8,3,0.375,4.0,1024,0,1024,4096,2176,2787.924,5152.622,2928.047,0.0593
mixed,8,3,0.375,4.0,1024,0,2048,8192,4352,5542.949,10209.205,5545.221,0.0005
mixed,8,3,0.375,4.0,1024,0,4096,16384,8704,10644.224,19031.75,11412.985,0.0917
mixed,8,3,0.375,4.0,1024,512,128,512,272,1752.946,1898.123,1751.983,-0.0066
mixed,8,3,0.375,4.0,1024,512,256,1024,544,1861.421,2179.138,1881.293,0.0625
mixed,8,3,0.375,4.0,1024,512,512,2048,1088,2144.676,2917.104,2216.386,0.0928
mixed,8,3,0.375,4.0,1024,512,1024,4096,2176,3120.392,5270.925,3187.398,0.0312
mixed,8,3,0.375,4.0,1024,512,2048,8192,4352,5589.764,11118.477,5474.882,-0.0208
mixed,8,3,0.375,4.0,1024,512,4096,16384,8704,11682.139,21396.976,11779.798,0.0101
mixed,8,3,0.375,4.0,1024,1024,128,512,272,2251.585,2458.014,2281.759,0.1462
mixed,8,3,0.375,4.0,1024,1024,256,1024,544,2414.653,2685.877,2417.213,0.0094
mixed,8,3,0.375,4.0,1024,1024,512,2048,1088,2668.182,3269.864,2709.333,0.0684
mixed,8,3,0.375,4.0,1024,1024,1024,4096,2176,3341.25,5252.817,3506.015,0.0862
mixed,8,3,0.375,4.0,1024,1024,2048,8192,4352,5709.123,11160.152,5676.131,-0.0061
mixed,8,3,0.375,4.0,1024,1024,4096,16384,8704,12057.583,22311.32,12062.99,0.0005
mixed,8,3,0.375,4.0,1024,2048,128,512,272,3366.979,3459.231,3309.606,-0.6219
mixed,8,3,0.375,4.0,1024,2048,256,1024,544,3490.401,3748.378,3511.903,0.0833
mixed,8,3,0.375,4.0,1024,2048,512,2048,1088,3745.656,4269.258,3805.846,0.115
mixed,8,3,0.375,4.0,1024,2048,1024,4096,2176,4392.135,5819.713,4481.091,0.0623
mixed,8,3,0.375,4.0,1024,2048,2048,8192,4352,6050.486,11905.429,6473.775,0.0723
mixed,8,3,0.375,4.0,1024,2048,4096,16384,8704,12651.49,23111.709,12641.858,-0.0009
mixed,8,3,0.375,4.0,1024,4096,128,512,272,5476.01,5634.563,5474.183,-0.0115
mixed,8,3,0.375,4.0,1024,4096,256,1024,544,5626.147,5967.805,5628.9,0.0081
mixed,8,3,0.375,4.0,1024,4096,512,2048,1088,5852.701,6399.439,5889.792,0.0678
mixed,8,3,0.375,4.0,1024,4096,1024,4096,2176,6506.542,7748.75,6563.944,0.0462
mixed,8,3,0.375,4.0,1024,4096,2048,8192,4352,7833.032,11606.912,8031.266,0.0525
mixed,8,3,0.375,4.0,1024,4096,4096,16384,8704,12137.78,24283.818,13371.862,0.1016
mixed,8,3,0.375,4.0,1024,8192,128,512,272,9867.286,9943.537,10067.311,2.6232
mixed,8,3,0.375,4.0,1024,8192,256,1024,544,10066.924,10204.717,10159.243,0.67
mixed,8,3,0.375,4.0,1024,8192,512,2048,1088,10433.506,10732.883,10088.607,-1.1521
mixed,8,3,0.375,4.0,1024,8192,1024,4096,2176,10843.705,12063.099,10773.375,-0.0577
mixed,8,3,0.375,4.0,1024,8192,2048,8192,4352,12113.912,14110.117,12587.047,0.237
mixed,8,3,0.375,4.0,1024,8192,4096,16384,8704,15747.289,24741.853,16776.894,0.1145
mixed,8,3,0.375,4.0,2048,0,128,512,272,3450.786,3492.865,3465.921,0.3597
mixed,8,3,0.375,4.0,2048,0,256,1024,544,3612.062,3821.304,3624.314,0.0586
mixed,8,3,0.375,4.0,2048,0,512,2048,1088,3778.361,4442.182,3812.952,0.0521
mixed,8,3,0.375,4.0,2048,0,1024,4096,2176,4550.023,6374.806,4605.955,0.0307
mixed,8,3,0.375,4.0,2048,0,2048,8192,4352,6784.328,12369.711,6813.129,0.0052
mixed,8,3,0.375,4.0,2048,0,4096,16384,8704,13137.952,23850.36,13382.007,0.0228
mixed,8,3,0.375,4.0,2048,512,128,512,272,4452.232,4554.631,4572.389,1.1734
mixed,8,3,0.375,4.0,2048,512,256,1024,544,4565.06,4848.829,4743.329,0.6282
mixed,8,3,0.375,4.0,2048,512,512,2048,1088,4928.7,5685.734,4882.429,-0.0611
mixed,8,3,0.375,4.0,2048,512,1024,4096,2176,5644.393,7004.648,5901.919,0.1893
mixed,8,3,0.375,4.0,2048,512,2048,8192,4352,7380.347,12673.355,7588.498,0.0393
mixed,8,3,0.375,4.0,2048,512,4096,16384,8704,13367.865,24257.651,13611.634,0.0224
mixed,8,3,0.375,4.0,2048,1024,128,512,272,5732.584,5778.86,5531.372,-4.3481
mixed,8,3,0.375,4.0,2048,1024,256,1024,544,5877.859,6036.928,5727.366,-0.9461
mixed,8,3,0.375,4.0,2048,1024,512,2048,1088,6042.43,6589.872,5983.168,-0.1083
mixed,8,3,0.375,4.0,2048,1024,1024,4096,2176,6619.181,8002.949,6982.693,0.2627
mixed,8,3,0.375,4.0,2048,1024,2048,8192,4352,8204.933,12979.398,8374.85,0.0356
mixed,8,3,0.375,4.0,2048,1024,4096,16384,8704,13743.87,24688.017,14024.456,0.0256
mixed,8,3,0.375,4.0,2048,2048,128,512,272,7723.378,7908.397,7788.368,0.3513
mixed,8,3,0.375,4.0,2048,2048,256,1024,544,8035.535,8147.271,7987.982,-0.4256
mixed,8,3,0.375,4.0,2048,2048,512,2048,1088,8100.874,8718.811,8243.43,0.2307
mixed,8,3,0.375,4.0,2048,2048,1024,4096,2176,8794.647,10270.739,9034.679,0.1626
mixed,8,3,0.375,4.0,2048,2048,2048,8192,4352,10504.203,13384.314,10530.221,0.009
mixed,8,3,0.375,4.0,2048,2048,4096,16384,8704,14345.259,25953.403,14606.689,0.0225
mixed,8,3,0.375,4.0,2048,4096,128,512,272,12161.426,12430.843,12166.913,0.0204
mixed,8,3,0.375,4.0,2048,4096,256,1024,544,12548.705,12808.562,12474.326,-0.2862
mixed,8,3,0.375,4.0,2048,4096,512,2048,1088,12815.162,13133.131,12727.411,-0.276
mixed,8,3,0.375,4.0,2048,4096,1024,4096,2176,13332.546,14492.993,13545.355,0.1834
mixed,8,3,0.375,4.0,2048,4096,2048,8192,4352,14664.833,17369.141,14966.359,0.1115
mixed,8,3,0.375,4.0,2048,4096,4096,16384,8704,17791.984,27771.815,18189.026,0.0398
mixed,8,3,0.375,4.0,2048,8192,128,512,272,21111.635,21425.995,21281.811,0.5413
mixed,8,3,0.375,4.0,2048,8192,256,1024,544,21463.498,21890.721,21611.738,0.347
mixed,8,3,0.375,4.0,2048,8192,512,2048,1088,21894.12,22453.079,21641.768,-0.4515
mixed,8,3,0.375,4.0,2048,8192,1024,4096,2176,22304.541,24101.709,22315.225,0.0059
mixed,8,3,0.375,4.0,2048,8192,2048,8192,4352,23897.686,26472.783,24341.064,0.1722
mixed,8,3,0.375,4.0,2048,8192,4096,16384,8704,27212.637,33848.784,27472.612,0.0392
pure,8,4,0.5,4.0,0,0,128,512,320,126.301,159.005,130.269,0.1213
pure,8,4,0.5,4.0,0,0,256,1024,640,174.617,247.578,182.844,0.1128
pure,8,4,0.5,4.0,0,0,512,2048,1280,287.801,423.188,289.69,0.014
pure,8,4,0.5,4.0,0,0,1024,4096,2560,515.347,761.164,499.922,-0.0627
pure,8,4,0.5,4.0,0,0,2048,8192,5120,930.727,1400.572,918.728,-0.0255
pure,8,4,0.5,4.0,0,0,4096,16384,10240,1765.65,2726.81,1739.668,-0.027
mixed,8,4,0.5,4.0,16,0,128,512,320,286.617,424.66,322.873,0.2626
mixed,8,4,0.5,4.0,16,0,256,1024,640,498.42,723.822,509.842,0.0507
mixed,8,4,0.5,4.0,16,0,512,2048,1280,875.049,1326.813,881.415,0.0141
mixed,8,4,0.5,4.0,16,0,1024,4096,2560,1623.734,2518.047,1729.109,0.1178
mixed,8,4,0.5,4.0,16,0,2048,8192,5120,3111.056,4931.201,3808.478,0.3832
mixed,8,4,0.5,4.0,16,0,4096,16384,10240,6257.891,11360.733,8099.887,0.361
mixed,8,4,0.5,4.0,16,512,128,512,320,333.944,436.98,359.223,0.2453
mixed,8,4,0.5,4.0,16,512,256,1024,640,503.827,727.118,542.097,0.1714
mixed,8,4,0.5,4.0,16,512,512,2048,1280,874.922,1339.388,930.216,0.119
mixed,8,4,0.5,4.0,16,512,1024,4096,2560,1667.99,2707.225,1941.006,0.2627
mixed,8,4,0.5,4.0,16,512,2048,8192,5120,3304.688,5515.892,4256.432,0.4304
mixed,8,4,0.5,4.0,16,512,4096,16384,10240,7317.892,11819.541,8748.318,0.3178
mixed,8,4,0.5,4.0,16,1024,128,512,320,397.012,516.562,421.462,0.2045
mixed,8,4,0.5,4.0,16,1024,256,1024,640,570.545,740.46,574.098,0.0209
mixed,8,4,0.5,4.0,16,1024,512,2048,1280,880.426,1335.903,942.504,0.1363
mixed,8,4,0.5,4.0,16,1024,1024,4096,2560,1641.302,2893.365,1903.921,0.2097
mixed,8,4,0.5,4.0,16,1024,2048,8192,5120,3892.954,6277.823,4369.361,0.1998
mixed,8,4,0.5,4.0,16,1024,4096,16384,10240,7605.979,13109.784,9412.637,0.3283
mixed,8,4,0.5,4.0,16,2048,128,512,320,536.913,630.832,554.13,0.1833
mixed,8,4,0.5,4.0,16,2048,256,1024,640,701.837,905.514,703.917,0.0102
mixed,8,4,0.5,4.0,16,2048,512,2048,1280,1012.518,1347.999,1006.95,-0.0166
mixed,8,4,0.5,4.0,16,2048,1024,4096,2560,1632.375,2736.986,2015.371,0.3467
mixed,8,4,0.5,4.0,16,2048,2048,8192,5120,3754.273,6905.653,3954.586,0.0636
mixed,8,4,0.5,4.0,16,2048,4096,16384,10240,8325.224,13770.603,9413.006,0.1998
mixed,8,4,0.5,4.0,16,4096,128,512,320,759.468,899.241,797.804,0.2743
mixed,8,4,0.5,4.0,16,4096,256,1024,640,982.951,1173.442,957.703,-0.1325
mixed,8,4,0.5,4.0,16,4096,512,2048,1280,1245.248,1680.947,1295.038,0.1143
