regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,16,2,0.125,4.0,32,0,1024,4096,1408,304.584,779.896,484.646,0.3788
mixed,16,2,0.125,4.0,32,0,2048,8192,2816,553.9,1508.485,921.304,0.3849
mixed,16,2,0.125,4.0,32,0,4096,16384,5632,1048.827,2957.96,1819.981,0.4039
mixed,16,2,0.125,4.0,32,512,128,512,176,111.394,146.595,110.339,-0.03
mixed,16,2,0.125,4.0,32,512,256,1024,352,127.075,235.11,162.085,0.3241
mixed,16,2,0.125,4.0,32,512,512,2048,704,170.277,420.683,270.823,0.4015
mixed,16,2,0.125,4.0,32,512,1024,4096,1408,303.782,784.05,480.076,0.3671
mixed,16,2,0.125,4.0,32,512,2048,8192,2816,555.373,1521.605,918.524,0.3758
mixed,16,2,0.125,4.0,32,512,4096,16384,5632,1058.552,2981.257,1820.813,0.3965
mixed,16,2,0.125,4.0,32,1024,128,512,176,152.709,187.395,151.429,-0.0369
mixed,16,2,0.125,4.0,32,1024,256,1024,352,167.62,240.614,163.908,-0.0509
mixed,16,2,0.125,4.0,32,1024,512,2048,704,201.797,419.338,269.638,0.3119
mixed,16,2,0.125,4.0,32,1024,1024,4096,1408,302.727,785.202,488.3,0.3846
mixed,16,2,0.125,4.0,32,1024,2048,8192,2816,557.549,1521.348,913.527,0.3693
mixed,16,2,0.125,4.0,32,1024,4096,16384,5632,1056.187,2979.878,1816.747,0.3954
mixed,16,2,0.125,4.0,32,2048,128,512,176,235.719,270.885,233.958,-0.0501
mixed,16,2,0.125,4.0,32,2048,256,1024,352,252.006,322.184,246.725,-0.0753
mixed,16,2,0.125,4.0,32,2048,512,2048,704,286.726,422.474,271.336,-0.1134
mixed,16,2,0.125,4.0,32,2048,1024,4096,1408,358.281,784.082,490.699,0.311
mixed,16,2,0.125,4.0,32,2048,2048,8192,2816,557.073,1517.062,928.47,0.3869
mixed,16,2,0.125,4.0,32,2048,4096,16384,5632,1059.476,2979.05,1795.024,0.3832
mixed,16,2,0.125,4.0,32,4096,128,512,176,402.124,435.178,402.153,0.0009
mixed,16,2,0.125,4.0,32,4096,256,1024,352,417.353,486.539,413.099,-0.0615
mixed,16,2,0.125,4.0,32,4096,512,2048,704,452.49,586.349,435.401,-0.1277
mixed,16,2,0.125,4.0,32,4096,1024,4096,1408,526.605,787.186,491.717,-0.1339
mixed,16,2,0.125,4.0,32,4096,2048,8192,2816,662.43,1512.698,928.403,0.3128
mixed,16,2,0.125,4.0,32,4096,4096,16384,5632,1057.149,2976.568,1821.065,0.398
mixed,16,2,0.125,4.0,32,8192,128,512,176,735.314,769.547,734.097,-0.0356
mixed,16,2,0.125,4.0,32,8192,256,1024,352,746.672,820.389,747.887,0.0165
mixed,16,2,0.125,4.0,32,8192,512,2048,704,788.649,922.869,767.18,-0.16
mixed,16,2,0.125,4.0,32,8192,1024,4096,1408,859.902,1127.126,828.003,-0.1194
mixed,16,2,0.125,4.0,32,8192,2048,8192,2816,998.696,1514.076,934.931,-0.1237
mixed,16,2,0.125,4.0,32,8192,4096,16384,5632,1264.766,2977.152,1823.5,0.3263
mixed,16,2,0.125,4.0,64,0,128,512,176,77.683,144.234,103.536,0.3885
mixed,16,2,0.125,4.0,64,0,256,1024,352,102.16,238.493,157.159,0.4034
mixed,16,2,0.125,4.0,64,0,512,2048,704,172.87,419.584,268.632,0.3881
mixed,16,2,0.125,4.0,64,0,1024,4096,1408,305.938,779.953,484.887,0.3775
mixed,16,2,0.125,4.0,64,0,2048,8192,2816,553.805,1511.965,925.869,0.3883
mixed,16,2,0.125,4.0,64,0,4096,16384,5632,1051.714,2959.268,1820.303,0.4029
mixed,16,2,0.125,4.0,64,512,128,512,176,113.199,148.299,110.927,-0.0647
mixed,16,2,0.125,4.0,64,512,256,1024,352,127.597,237.501,163.75,0.329
mixed,16,2,0.125,4.0,64,512,512,2048,704,170.821,419.907,272.214,0.4071
mixed,16,2,0.125,4.0,64,512,1024,4096,1408,304.916,789.226,481.016,0.3636
mixed,16,2,0.125,4.0,64,512,2048,8192,2816,558.539,1520.894,921.719,0.3774
mixed,16,2,0.125,4.0,64,512,4096,16384,5632,1062.211,2981.796,1837.827,0.4041
mixed,16,2,0.125,4.0,64,1024,128,512,176,154.602,189.573,152.745,-0.0531
mixed,16,2,0.125,4.0,64,1024,256,1024,352,169.158,241.083,165.096,-0.0565
mixed,16,2,0.125,4.0,64,1024,512,2048,704,205.954,420.097,270.744,0.3026
mixed,16,2,0.125,4.0,64,1024,1024,4096,1408,304.308,786.698,489.784,0.3845
mixed,16,2,0.125,4.0,64,1024,2048,8192,2816,559.309,1518.369,916.344,0.3723
mixed,16,2,0.125,4.0,64,1024,4096,16384,5632,1064.483,3000.963,1818.656,0.3895
mixed,16,2,0.125,4.0,64,2048,128,512,176,239.23,274.134,236.51,-0.0779
mixed,16,2,0.125,4.0,64,2048,256,1024,352,252.954,325.33,248.541,-0.061
mixed,16,2,0.125,4.0,64,2048,512,2048,704,288.725,422.659,272.376,-0.1221
mixed,16,2,0.125,4.0,64,2048,1024,4096,1408,363.181,786.279,490.009,0.2998
mixed,16,2,0.125,4.0,64,2048,2048,8192,2816,559.662,1525.12,929.529,0.3831
mixed,16,2,0.125,4.0,64,2048,4096,16384,5632,1054.661,2989.386,1799.512,0.385
mixed,16,2,0.125,4.0,64,4096,128,512,176,403.014,438.144,403.492,0.0136
mixed,16,2,0.125,4.0,64,4096,256,1024,352,418.21,492.602,416.258,-0.0262
mixed,16,2,0.125,4.0,64,4096,512,2048,704,454.942,589.642,439.552,-0.1143
mixed,16,2,0.125,4.0,64,4096,1024,4096,1408,528.37,790.604,492.501,-0.1368
mixed,16,2,0.125,4.0,64,4096,2048,8192,2816,661.983,1514.627,929.688,0.314
mixed,16,2,0.125,4.0,64,4096,4096,16384,5632,1057.191,2977.872,1820.183,0.3973
mixed,16,2,0.125,4.0,64,8192,128,512,176,734.198,769.231,736.849,0.0757
mixed,16,2,0.125,4.0,64,8192,256,1024,352,751.188,823.626,748.404,-0.0384
mixed,16,2,0.125,4.0,64,8192,512,2048,704,788.335,926.971,770.224,-0.1306
mixed,16,2,0.125,4.0,64,8192,1024,4096,1408,865.22,1129.373,827.529,-0.1427
mixed,16,2,0.125,4.0,64,8192,2048,8192,2816,1000.593,1516.263,938.522,-0.1204
mixed,16,2,0.125,4.0,64,8192,4096,16384,5632,1265.771,2981.182,1824.956,0.326
mixed,16,2,0.125,4.0,128,0,128,512,176,80.275,142.667,106.545,0.421
mixed,16,2,0.125,4.0,128,0,256,1024,352,103.727,236.605,159.466,0.4195
mixed,16,2,0.125,4.0,128,0,512,2048,704,170.439,417.796,265.595,0.3847
mixed,16,2,0.125,4.0,128,0,1024,4096,1408,304.117,782.159,485.978,0.3804
mixed,16,2,0.125,4.0,128,0,2048,8192,2816,556.883,1506.57,925.09,0.3877
mixed,16,2,0.125,4.0,128,0,4096,16384,5632,1053.963,2949.371,1820.444,0.4044
mixed,16,2,0.125,4.0,128,512,128,512,176,115.185,147.083,113.68,-0.0472
mixed,16,2,0.125,4.0,128,512,256,1024,352,128.175,230.815,164.777,0.3566
mixed,16,2,0.125,4.0,128,512,512,2048,704,169.033,416.132,270.234,0.4096
mixed,16,2,0.125,4.0,128,512,1024,4096,1408,300.276,783.115,477.31,0.3667
mixed,16,2,0.125,4.0,128,512,2048,8192,2816,553.234,1512.778,915.293,0.3773
mixed,16,2,0.125,4.0,128,512,4096,16384,5632,1054.276,2969.498,1820.063,0.3998
mixed,16,2,0.125,4.0,128,1024,128,512,176,157.352,188.708,155.532,-0.058
mixed,16,2,0.125,4.0,128,1024,256,1024,352,170.122,237.313,166.378,-0.0557
mixed,16,2,0.125,4.0,128,1024,512,2048,704,203.045,414.405,270.33,0.3183
mixed,16,2,0.125,4.0,128,1024,1024,4096,1408,297.91,779.924,485.53,0.3892
mixed,16,2,0.125,4.0,128,1024,2048,8192,2816,551.121,1516.172,908.091,0.3699
mixed,16,2,0.125,4.0,128,1024,4096,16384,5632,1054.578,2970.833,1815.68,0.3972
mixed,16,2,0.125,4.0,128,2048,128,512,176,240.384,271.802,238.4,-0.0631
mixed,16,2,0.125,4.0,128,2048,256,1024,352,253.177,318.226,250.588,-0.0398
mixed,16,2,0.125,4.0,128,2048,512,2048,704,286.07,413.445,273.655,-0.0975
mixed,16,2,0.125,4.0,128,2048,1024,4096,1408,356.047,777.17,487.549,0.3123
mixed,16,2,0.125,4.0,128,2048,2048,8192,2816,548.948,1507.343,923.552,0.3909
mixed,16,2,0.125,4.0,128,2048,4096,16384,5632,1051.277,2972.446,1786.694,0.3828
mixed,16,2,0.125,4.0,128,4096,128,512,176,408.395,438.658,409.257,0.0285
mixed,16,2,0.125,4.0,128,4096,256,1024,352,419.59,487.868,419.621,0.0005
mixed,16,2,0.125,4.0,128,4096,512,2048,704,454.977,583.405,440.066,-0.1161
mixed,16,2,0.125,4.0,128,4096,1024,4096,1408,523.255,778.326,490.716,-0.1276
mixed,16,2,0.125,4.0,128,4096,2048,8192,2816,654.022,1499.534,920.417,0.3151
mixed,16,2,0.125,4.0,128,4096,4096,16384,5632,1049.071,2967.108,1808.807,0.3961
mixed,16,2,0.125,4.0,128,8192,128,512,176,741.175,769.973,736.603,-0.1588
mixed,16,2,0.125,4.0,128,8192,256,1024,352,754.327,825.204,751.609,-0.0383
mixed,16,2,0.125,4.0,128,8192,512,2048,704,787.764,919.615,773.46,-0.1085
mixed,16,2,0.125,4.0,128,8192,1024,4096,1408,859.851,1118.888,828.21,-0.1221
mixed,16,2,0.125,4.0,128,8192,2048,8192,2816,992.279,1492.881,934.471,-0.1155
mixed,16,2,0.125,4.0,128,8192,4096,16384,5632,1253.013,2963.688,1814.12,0.328
mixed,16,2,0.125,4.0,256,0,128,512,176,90.29,150.187,114.959,0.4119
mixed,16,2,0.125,4.0,256,0,256,1024,352,111.953,244.575,166.441,0.4109
mixed,16,2,0.125,4.0,256,0,512,2048,704,176.457,432.453,271.61,0.3717
mixed,16,2,0.125,4.0,256,0,1024,4096,1408,316.179,798.738,490.461,0.3612
mixed,16,2,0.125,4.0,256,0,2048,8192,2816,570.001,1526.855,936.673,0.3832
mixed,16,2,0.125,4.0,256,0,4096,16384,5632,1067.82,2967.821,1834.342,0.4034
mixed,16,2,0.125,4.0,256,512,128,512,176,135.661,163.849,149.132,0.4779
mixed,16,2,0.125,4.0,256,512,256,1024,352,147.403,238.397,186.757,0.4325
mixed,16,2,0.125,4.0,256,512,512,2048,704,177.801,419.751,278.939,0.418
mixed,16,2,0.125,4.0,256,512,1024,4096,1408,303.606,783.159,483.486,0.3751
mixed,16,2,0.125,4.0,256,512,2048,8192,2816,560.116,1518.484,909.348,0.3644
mixed,16,2,0.125,4.0,256,512,4096,16384,5632,1058.802,2971.887,1821.001,0.3984
mixed,16,2,0.125,4.0,256,1024,128,512,176,176.84,209.986,191.654,0.4469
mixed,16,2,0.125,4.0,256,1024,256,1024,352,188.677,251.262,213.54,0.3973
mixed,16,2,0.125,4.0,256,1024,512,2048,704,224.323,416.97,315.605,0.4738
mixed,16,2,0.125,4.0,256,1024,1024,4096,1408,303.352,790.677,490.589,0.3842
mixed,16,2,0.125,4.0,256,1024,2048,8192,2816,554.26,1524.435,912.743,0.3695
mixed,16,2,0.125,4.0,256,1024,4096,16384,5632,1062.033,2976.465,1799.695,0.3853
mixed,16,2,0.125,4.0,256,2048,128,512,176,260.062,293.624,274.135,0.4193
mixed,16,2,0.125,4.0,256,2048,256,1024,352,272.025,337.906,297.88,0.3925
mixed,16,2,0.125,4.0,256,2048,512,2048,704,307.383,426.757,339.794,0.2715
mixed,16,2,0.125,4.0,256,2048,1024,4096,1408,371.246,783.477,578.644,0.5031
mixed,16,2,0.125,4.0,256,2048,2048,8192,2816,545.304,1520.788,918.727,0.3828
mixed,16,2,0.125,4.0,256,2048,4096,16384,5632,1068.786,2982.261,1786.526,0.3751
mixed,16,2,0.125,4.0,256,4096,128,512,176,429.926,457.957,441.51,0.4133
mixed,16,2,0.125,4.0,256,4096,256,1024,352,440.679,505.66,467.522,0.4131
mixed,16,2,0.125,4.0,256,4096,512,2048,704,473.12,595.025,507.709,0.2837
mixed,16,2,0.125,4.0,256,4096,1024,4096,1408,539.383,773.688,596.465,0.2436
mixed,16,2,0.125,4.0,256,4096,2048,8192,2816,666.627,1513.75,1098.061,0.5093
mixed,16,2,0.125,4.0,256,4096,4096,16384,5632,1064.785,3006.256,1805.497,0.3815
mixed,16,2,0.125,4.0,256,8192,128,512,176,761.5,794.103,779.608,0.5554
mixed,16,2,0.125,4.0,256,8192,256,1024,352,776.793,843.536,804.562,0.4161
mixed,16,2,0.125,4.0,256,8192,512,2048,704,814.956,933.216,845.137,0.2552
mixed,16,2,0.125,4.0,256,8192,1024,4096,1408,876.395,1131.175,934.085,0.2264
mixed,16,2,0.125,4.0,256,8192,2048,8192,2816,1006.746,1486.907,1124.619,0.2455
mixed,16,2,0.125,4.0,256,8192,4096,16384,5632,1275.159,2996.15,2161.887,0.5152
mixed,16,2,0.125,4.0,512,0,128,512,176,139.63,194.663,149.357,0.1767
mixed,16,2,0.125,4.0,512,0,256,1024,352,152.972,282.683,206.757,0.4147
mixed,16,2,0.125,4.0,512,0,512,2048,704,219.074,461.95,309.592,0.3727
mixed,16,2,0.125,4.0,512,0,1024,4096,1408,354.738,824.947,526.011,0.3642
mixed,16,2,0.125,4.0,512,0,2048,8192,2816,604.911,1561.235,952.778,0.3638
mixed,16,2,0.125,4.0,512,0,4096,16384,5632,1100.816,3017.715,1859.451,0.3958
mixed,16,2,0.125,4.0,512,512,128,512,176,200.677,245.983,204.484,0.084
mixed,16,2,0.125,4.0,512,512,256,1024,352,214.85,330.005,227.971,0.1139
mixed,16,2,0.125,4.0,512,512,512,2048,704,265.118,549.592,348.529,0.2932
mixed,16,2,0.125,4.0,512,512,1024,4096,1408,414.623,955.811,576.308,0.2988
mixed,16,2,0.125,4.0,512,512,2048,8192,2816,694.507,1795.864,1043.094,0.3165
mixed,16,2,0.125,4.0,512,512,4096,16384,5632,1276.538,3467.584,1970.745,0.3168
mixed,16,2,0.125,4.0,512,1024,128,512,176,258.495,297.816,262.239,0.0952
mixed,16,2,0.125,4.0,512,1024,256,1024,352,274.652,382.127,284.345,0.0902
mixed,16,2,0.125,4.0,512,1024,512,2048,704,320.436,586.227,356.435,0.1354
mixed,16,2,0.125,4.0,512,1024,1024,4096,1408,441.895,1000.765,611.796,0.304
mixed,16,2,0.125,4.0,512,1024,2048,8192,2816,732.004,1854.125,1108.654,0.3357
mixed,16,2,0.125,4.0,512,1024,4096,16384,5632,1311.097,3535.382,2029.627,0.323
mixed,16,2,0.125,4.0,512,2048,128,512,176,341.972,432.038,348.499,0.0725
mixed,16,2,0.125,4.0,512,2048,256,1024,352,372.592,471.842,385.071,0.1257
mixed,16,2,0.125,4.0,512,2048,512,2048,704,434.567,644.62,444.583,0.0477
mixed,16,2,0.125,4.0,512,2048,1024,4096,1408,562.866,1050.552,612.69,0.1022
mixed,16,2,0.125,4.0,512,2048,2048,8192,2816,803.986,1897.559,1134.095,0.3019
mixed,16,2,0.125,4.0,512,2048,4096,16384,5632,1428.743,3618.701,2112.274,0.3121
mixed,16,2,0.125,4.0,512,4096,128,512,176,511.551,602.965,516.159,0.0504
mixed,16,2,0.125,4.0,512,4096,256,1024,352,542.712,737.245,554.105,0.0586
mixed,16,2,0.125,4.0,512,4096,512,2048,704,639.789,817.017,626.672,-0.074
mixed,16,2,0.125,4.0,512,4096,1024,4096,1408,774.461,1166.411,791.931,0.0446
mixed,16,2,0.125,4.0,512,4096,2048,8192,2816,1000.191,2022.204,1124.143,0.1213
mixed,16,2,0.125,4.0,512,4096,4096,16384,5632,1567.799,3758.598,2201.476,0.2892
mixed,16,2,0.125,4.0,512,8192,128,512,176,850.388,942.503,853.49,0.0337
mixed,16,2,0.125,4.0,512,8192,256,1024,352,883.47,1075.895,892.206,0.0454
mixed,16,2,0.125,4.0,512,8192,512,2048,704,979.114,1337.592,963.718,-0.0429
mixed,16,2,0.125,4.0,512,8192,1024,4096,1408,1173.323,1513.055,1130.414,-0.1263
mixed,16,2,0.125,4.0,512,8192,2048,8192,2816,1458.598,2239.492,1495.148,0.0468
mixed,16,2,0.125,4.0,512,8192,4096,16384,5632,1862.963,4155.411,2191.787,0.1434
mixed,16,2,0.125,4.0,1024,0,128,512,176,253.184,291.582,256.641,0.09
mixed,16,2,0.125,4.0,1024,0,256,1024,352,267.74,408.621,285.692,0.1274
mixed,16,2,0.125,4.0,1024,0,512,2048,704,311.097,679.849,398.832,0.2379
mixed,16,2,0.125,4.0,1024,0,1024,4096,1408,499.969,1110.422,665.036,0.2704
mixed,16,2,0.125,4.0,1024,0,2048,8192,2816,842.107,2032.96,1180.105,0.2838
mixed,16,2,0.125,4.0,1024,0,4096,16384,5632,1446.633,3746.029,2134.196,0.299
mixed,16,2,0.125,4.0,1024,512,128,512,176,338.581,381.839,342.646,0.094
mixed,16,2,0.125,4.0,1024,512,256,1024,352,355.184,445.672,361.875,0.0739
mixed,16,2,0.125,4.0,1024,512,512,2048,704,396.142,726.753,451.495,0.1674
mixed,16,2,0.125,4.0,1024,512,1024,4096,1408,534.141,1244.004,690.792,0.2207
mixed,16,2,0.125,4.0,1024,512,2048,8192,2816,908.846,2278.627,1228.934,0.2337
mixed,16,2,0.125,4.0,1024,512,4096,16384,5632,1584.86,4194.777,2331.294,0.286
mixed,16,2,0.125,4.0,1024,1024,128,512,176,419.214,467.749,423.083,0.0797
mixed,16,2,0.125,4.0,1024,1024,256,1024,352,437.096,515.967,444.648,0.0958
mixed,16,2,0.125,4.0,1024,1024,512,2048,704,482.5,777.088,502.081,0.0665
mixed,16,2,0.125,4.0,1024,1024,1024,4096,1408,594.485,1287.328,758.146,0.2362
mixed,16,2,0.125,4.0,1024,1024,2048,8192,2816,973.766,2236.588,1301.67,0.2597
mixed,16,2,0.125,4.0,1024,1024,4096,16384,5632,1649.554,4253.268,2329.471,0.2611
mixed,16,2,0.125,4.0,1024,2048,128,512,176,582.521,629.104,587.192,0.1003
mixed,16,2,0.125,4.0,1024,2048,256,1024,352,598.487,705.224,605.621,0.0668
mixed,16,2,0.125,4.0,1024,2048,512,2048,704,647.119,865.492,646.51,-0.0028
mixed,16,2,0.125,4.0,1024,2048,1024,4096,1408,745.7,1399.86,860.758,0.1759
mixed,16,2,0.125,4.0,1024,2048,2048,8192,2816,1034.788,2422.84,1376.277,0.246
mixed,16,2,0.125,4.0,1024,2048,4096,16384,5632,1784.324,4379.339,2462.578,0.2614
mixed,16,2,0.125,4.0,1024,4096,128,512,176,913.169,954.795,919.985,0.1637
mixed,16,2,0.125,4.0,1024,4096,256,1024,352,926.573,1010.176,943.18,0.1986
mixed,16,2,0.125,4.0,1024,4096,512,2048,704,974.027,1188.583,964.778,-0.0431
mixed,16,2,0.125,4.0,1024,4096,1024,4096,1408,1052.543,1553.73,1044.541,-0.016
mixed,16,2,0.125,4.0,1024,4096,2048,8192,2816,1256.039,2475.287,1560.77,0.2499
mixed,16,2,0.125,4.0,1024,4096,4096,16384,5632,1910.487,4219.905,2601.699,0.2993
mixed,16,2,0.125,4.0,1024,8192,128,512,176,1578.595,1614.811,1584.583,0.1653
mixed,16,2,0.125,4.0,1024,8192,256,1024,352,1600.445,1663.765,1601.165,0.0114
mixed,16,2,0.125,4.0,1024,8192,512,2048,704,1630.649,1766.17,1626.452,-0.031
mixed,16,2,0.125,4.0,1024,8192,1024,4096,1408,1712.176,2062.344,1688.884,-0.0665
mixed,16,2,0.125,4.0,1024,8192,2048,8192,2816,1886.043,2948.187,1927.64,0.0392
mixed,16,2,0.125,4.0,1024,8192,4096,16384,5632,2300.458,4647.524,2955.564,0.2791
mixed,16,2,0.125,4.0,2048,0,128,512,176,565.661,607.225,571.259,0.1347
mixed,16,2,0.125,4.0,2048,0,256,1024,352,583.387,670.383,592.791,0.1081
mixed,16,2,0.125,4.0,2048,0,512,2048,704,627.157,897.619,652.912,0.0952
mixed,16,2,0.125,4.0,2048,0,1024,4096,1408,725.323,1588.854,895.636,0.1972
mixed,16,2,0.125,4.0,2048,0,2048,8192,2816,1154.806,2860.521,1438.323,0.1662
mixed,16,2,0.125,4.0,2048,0,4096,16384,5632,2084.52,5335.65,2647.97,0.1733
mixed,16,2,0.125,4.0,2048,512,128,512,176,710.797,760.9,716.908,0.122
mixed,16,2,0.125,4.0,2048,512,256,1024,352,730.664,818.302,739.43,0.1
mixed,16,2,0.125,4.0,2048,512,512,2048,704,776.258,989.035,784.257,0.0376
mixed,16,2,0.125,4.0,2048,512,1024,4096,1408,869.434,1657.368,1012.167,0.1811
mixed,16,2,0.125,4.0,2048,512,2048,8192,2816,1203.346,3024.632,1529.388,0.179
mixed,16,2,0.125,4.0,2048,512,4096,16384,5632,2174.462,5665.63,2749.944,0.1648
mixed,16,2,0.125,4.0,2048,1024,128,512,176,862.876,908.566,856.635,-0.1366
mixed,16,2,0.125,4.0,2048,1024,256,1024,352,870.706,966.83,885.782,0.1568
mixed,16,2,0.125,4.0,2048,1024,512,2048,704,928.786,1099.165,930.225,0.0084
mixed,16,2,0.125,4.0,2048,1024,1024,4096,1408,1015.913,1715.316,1128.601,0.1611
mixed,16,2,0.125,4.0,2048,1024,2048,8192,2816,1278.921,3149.452,1617.248,0.1809
mixed,16,2,0.125,4.0,2048,1024,4096,16384,5632,2249.752,5743.039,2804.438,0.1588
mixed,16,2,0.125,4.0,2048,2048,128,512,176,1135.131,1202.77,1136.824,0.025
mixed,16,2,0.125,4.0,2048,2048,256,1024,352,1160.535,1274.793,1173.177,0.1106
mixed,16,2,0.125,4.0,2048,2048,512,2048,704,1221.199,1389.436,1226.256,0.0301
mixed,16,2,0.125,4.0,2048,2048,1024,4096,1408,1315.847,1806.988,1344.609,0.0586
mixed,16,2,0.125,4.0,2048,2048,2048,8192,2816,1496.114,3268.964,1830.859,0.1888
mixed,16,2,0.125,4.0,2048,2048,4096,16384,5632,2367.112,5963.497,2967.368,0.1669
mixed,16,2,0.125,4.0,2048,4096,128,512,176,1787.067,1798.253,1784.206,-0.2558
mixed,16,2,0.125,4.0,2048,4096,256,1024,352,1786.639,1846.538,1784.625,-0.0336
mixed,16,2,0.125,4.0,2048,4096,512,2048,704,1801.456,2007.892,1811.533,0.0488
mixed,16,2,0.125,4.0,2048,4096,1024,4096,1408,1901.666,2250.073,1891.846,-0.0282
mixed,16,2,0.125,4.0,2048,4096,2048,8192,2816,2071.729,3443.717,2299.731,0.1662
mixed,16,2,0.125,4.0,2048,4096,4096,16384,5632,2595.284,6274.63,3260.775,0.1809
mixed,16,2,0.125,4.0,2048,8192,128,512,176,3116.774,3116.833,3108.473,-140.6949
mixed,16,2,0.125,4.0,2048,8192,256,1024,352,3114.739,3118.454,3118.997,1.1462
mixed,16,2,0.125,4.0,2048,8192,512,2048,704,3121.645,3140.916,3116.702,-0.2565
mixed,16,2,0.125,4.0,2048,8192,1024,4096,1408,3118.234,3327.84,3118.902,0.0032
mixed,16,2,0.125,4.0,2048,8192,2048,8192,2816,3254.921,3969.94,3224.495,-0.0426
mixed,16,2,0.125,4.0,2048,8192,4096,16384,5632,3585.82,6784.086,4229.816,0.2014
pure,16,3,0.1875,4.0,0,0,128,512,200,74.55,107.922,80.442,0.1766
pure,16,3,0.1875,4.0,0,0,256,1024,400,98.102,152.335,96.597,-0.0278
pure,16,3,0.1875,4.0,0,0,512,2048,800,135.057,237.16,136.623,0.0153
pure,16,3,0.1875,4.0,0,0,1024,4096,1600,203.047,402.895,205.736,0.0135
pure,16,3,0.1875,4.0,0,0,2048,8192,3200,329.756,726.541,333.85,0.0103
pure,16,3,0.1875,4.0,0,0,4096,16384,6400,587.966,1382.691,601.34,0.0168
mixed,16,3,0.1875,4.0,16,0,128,512,200,78.073,142.513,104.278,0.4067
mixed,16,3,0.1875,4.0,16,0,256,1024,400,120.018,234.083,157.071,0.3248
mixed,16,3,0.1875,4.0,16,0,512,2048,800,191.817,416.786,267.202,0.3351
mixed,16,3,0.1875,4.0,16,0,1024,4096,1600,329.819,779.878,485.191,0.3452
mixed,16,3,0.1875,4.0,16,0,2048,8192,3200,622.778,1509.911,933.143,0.3499
mixed,16,3,0.1875,4.0,16,0,4096,16384,6400,1189.561,2961.312,1824.787,0.3585
mixed,16,3,0.1875,4.0,16,512,128,512,200,111.827,145.329,110.004,-0.0544
mixed,16,3,0.1875,4.0,16,512,256,1024,400,133.103,234.404,163.246,0.2976
mixed,16,3,0.1875,4.0,16,512,512,2048,800,190.732,419.217,269.89,0.3464
mixed,16,3,0.1875,4.0,16,512,1024,4096,1600,330.2,788.647,480.556,0.328
mixed,16,3,0.1875,4.0,16,512,2048,8192,3200,626.009,1515.285,932.213,0.3443
mixed,16,3,0.1875,4.0,16,512,4096,16384,6400,1201.017,2976.754,1840.367,0.36
mixed,16,3,0.1875,4.0,16,1024,128,512,200,152.752,186.859,152.081,-0.0197
mixed,16,3,0.1875,4.0,16,1024,256,1024,400,175.98,239.109,163.309,-0.2007
mixed,16,3,0.1875,4.0,16,1024,512,2048,800,211.815,417.52,270.434,0.285
mixed,16,3,0.1875,4.0,16,1024,1024,4096,1600,330.716,783.881,490.281,0.3521
mixed,16,3,0.1875,4.0,16,1024,2048,8192,3200,623.866,1523.127,918.682,0.3278
mixed,16,3,0.1875,4.0,16,1024,4096,16384,6400,1193.34,2979.028,1827.477,0.3551
mixed,16,3,0.1875,4.0,16,2048,128,512,200,238.213,269.088,234.148,-0.1317
mixed,16,3,0.1875,4.0,16,2048,256,1024,400,257.539,319.773,245.188,-0.1985
mixed,16,3,0.1875,4.0,16,2048,512,2048,800,295.486,420.657,270.307,-0.2012
mixed,16,3,0.1875,4.0,16,2048,1024,4096,1600,370.265,783.465,490.122,0.2901
mixed,16,3,0.1875,4.0,16,2048,2048,8192,3200,625.722,1517.625,936.982,0.349
mixed,16,3,0.1875,4.0,16,2048,4096,16384,6400,1195.517,2978.107,1823.863,0.3525
mixed,16,3,0.1875,4.0,16,4096,128,512,200,401.46,433.84,400.852,-0.0188
mixed,16,3,0.1875,4.0,16,4096,256,1024,400,424.177,485.869,413.267,-0.1768
mixed,16,3,0.1875,4.0,16,4096,512,2048,800,460.493,585.855,435.186,-0.2019
mixed,16,3,0.1875,4.0,16,4096,1024,4096,1600,539.652,787.018,491.912,-0.193
mixed,16,3,0.1875,4.0,16,4096,2048,8192,3200,694.196,1512.092,941.304,0.3021
mixed,16,3,0.1875,4.0,16,4096,4096,16384,6400,1194.044,2972.89,1835.555,0.3606
mixed,16,3,0.1875,4.0,16,8192,128,512,200,733.614,766.604,733.519,-0.0029
mixed,16,3,0.1875,4.0,16,8192,256,1024,400,754.159,821.285,745.455,-0.1297
mixed,16,3,0.1875,4.0,16,8192,512,2048,800,792.168,923.51,767.914,-0.1847
mixed,16,3,0.1875,4.0,16,8192,1024,4096,1600,872.097,1122.055,822.47,-0.1985
mixed,16,3,0.1875,4.0,16,8192,2048,8192,3200,1037.166,1519.2,943.608,-0.1941
mixed,16,3,0.1875,4.0,16,8192,4096,16384,6400,1337.646,2979.454,1834.52,0.3026
mixed,16,3,0.1875,4.0,32,0,128,512,200,78.138,143.664,104.214,0.3979
mixed,16,3,0.1875,4.0,32,0,256,1024,400,121.139,235.623,157.487,0.3175
mixed,16,3,0.1875,4.0,32,0,512,2048,800,191.722,417.425,267.843,0.3373
mixed,16,3,0.1875,4.0,32,0,1024,4096,1600,329.919,780.331,486.887,0.3485
mixed,16,3,0.1875,4.0,32,0,2048,8192,3200,621.818,1505.309,937.084,0.3568
